"Product Details","ASIN","URL","Image URL","Brand","Price $","Sales","Revenue","BSR","Seller Country/Region","Fees $","Active Sellers #","Ratings","Review Count","Images","Review velocity","Buy Box","Category","Size Tier","Fulfillment","Dimensions","Weight","Creation Date"
"SUPERJARE Console Table with Outlet, 63 Inch Sofa Table with Charging Station, Narrow Entryway Table, Skinny Hallway Table, Behind Couch Table Skinny for Entryway, Living Room, Plants - Vintage Brown","B0B5TKL62Q","https://www.amazon.com/dp/B0B5TKL62Q?psc=1","https://m.media-amazon.com/images/I/61uF-2PXdAL._AC_SX425_.jpg","SUPERJARE",69.99,"1,712","119,822.88","14,457","US",26.95,3,4.5,237,8,-6,"Superjare Direct","Home & Kitchen","Small Oversize","FBA","10.8x4.5x35.3",16.75,"7/5/2022"
"ChooChoo Console Table with Drawers, Narrow Wood Accent Sofa Table Entryway Table with Storage Shelf for Entryway, Front Hall, Hallway, Living Room, Black","B09SPQDQ1X","https://www.amazon.com/dp/B09SPQDQ1X?psc=1","https://m.media-amazon.com/images/I/81SWssP+fOL._AC_SX425_.jpg","ChooChoo",99.99,733,"73,292.67","51,383","CN",41.53,3,4.4,"1,923",6,34,"ChooChoo Furniture","Home & Kitchen","Small Oversize","FBA","14.5x7.5x43.5",40.91,"2/17/2022"
"($) Tribesigns 70.8 Inch Narrow Console Table, Long Sofa Table Entry Table with 3 Tier Storage Shelves for Entryway Hallway Living Room (Brown)","B099MW55QS","https://www.amazon.com/dp/B099MW55QS?psc=1","https://m.media-amazon.com/images/I/818Aujwk9IS._AC_SY450_.jpg","Tribesigns",189.99,258,"49,017.42","153,144","CN","n/a",1,4.6,195,7,14,"hongyanzhiji","Home & Kitchen","n/a","MFN","n/a","n/a","7/16/2021"
"Furologee Console Table, Dresser TV Stand for Bedroom, Tall Entertainment Center with Shelves, Sofa Table with 5 Fabric Drawers Closet Storage Organizer for Living Room/Entryway/Hallway, Rustic Brown","B097DK6835","https://www.amazon.com/dp/B097DK6835?psc=1","https://m.media-amazon.com/images/I/81GgSN7aL0L._AC_SX466_.jpg","Furologee",89.99,"1,178","106,008.22","27,393","CN",35.83,1,4.5,"1,125",9,54,"Engriy Store","Home & Kitchen","Small Oversize","FBA","12.8x5.0x41.5",30.40,"6/17/2021"
"Narrow Console Table with Power Strips, Sofa Table with Storage Shelves for Living Room, 2-Tier Foyer Table for Entryway, Hallway, Behind Couch, Kitchen Counter, 39'', Grey Oak & Black","B0BLMH9QLY","https://www.amazon.com/dp/B0BLMH9QLY?psc=1","https://m.media-amazon.com/images/I/71+A8e2ptyL._AC_SX466_.jpg","armocity",66.99,535,"35,839.65","60,713","CN",22.66,2,4.5,76,9,17,"Armocity","Home & Kitchen","Large Standard-Size","FBA","13.7x6.7x16.4",19.95,"12/23/2022"
"SUPERJARE 70 Inch Console Table with 2 Outlet and 2 USB Ports, Extra Long Entryway Table with Metal Frame and X-Shaped Design, Narrow Sofa Table for Living Room and Hallway - Vintage Brown","B09JYTCH12","https://www.amazon.com/dp/B09JYTCH12?psc=1","https://m.media-amazon.com/images/I/61NXe5uArML._AC_SX679_.jpg","SUPERJARE",84.99,"1,547","131,479.53","18,130","US",36.07,5,4.7,"1,068",9,69,"Superjare Direct","Home & Kitchen","Small Oversize","FBA","14.0x5.5x38.5",30.36,"10/21/2021"
"ALLOSWELL 63"" Console Table, Narrow Sofa Table, Entryway Table, Industrial Sofa Table, Side Table, for Hallway, Living Room, Bedroom, Sturdy and Stable, Easy to Assemble, Rustic Brown CTHR16001","B09G2QJ12V","https://www.amazon.com/dp/B09G2QJ12V?psc=1","https://m.media-amazon.com/images/I/6196jBU9opL._AC_SX569_.jpg","ALLOSWELL",49.99,378,"18,896.22","90,339","CN",24.79,2,4.6,622,10,39,"ALLOSWELL","Home & Kitchen","Small Oversize","FBA","10.0x4.4x35.5",19.00,"12/2/2021"
"Yaheetech Industrial Console Table with Drawer, Sofa Table Narrow Console Table for Entryway/Living Room, Entry Hallway Table with 2 Tier Open Storage, Rustic Brown","B08TWYTT97","https://www.amazon.com/dp/B08TWYTT97?psc=1","https://m.media-amazon.com/images/I/81R4E09BALL._AC_SY355_.jpg","Yaheetech",87.99,"1,004","88,341.96","34,244","US",42.25,1,4.6,"2,541",9,70,"Yaheetech","Home & Kitchen","Small Oversize","MFN","14.8x5.9x43.7",46.22,"1/26/2021"
"Masupu 70.9 Inch Console Table with Power Outlet,Modern Narrow Long Sofa Table Behind Couch,Skinny Entry Table with Gold Metal Frame for Entryway,Living Room, Hallway,Rustic Brown","B0BP7MTXHF","https://www.amazon.com/dp/B0BP7MTXHF?psc=1","https://m.media-amazon.com/images/I/71VLzg3r8OL._AC_SY450_.jpg","Masupu",79.99,144,"11,518.56","194,908","CN",29.71,1,4.5,15,9,4,"Masupu","Home & Kitchen","Small Oversize","FBA","9.9x4.3x38.7",19.35,"12/6/2022"
"BON AUGURE Rustic Sofa Table Behind Couch, Industrial Console Tables for Entryway, 3 Tier Wood Shelves Entry Table with Storage for Foyer, Hallway, Front Door (47 Inch, Dark Grey Oak)","B0BBQQLNX2","https://www.amazon.com/dp/B0BBQQLNX2?psc=1","https://m.media-amazon.com/images/I/71aFWNjSYOL._AC_SX679_.jpg","BON AUGURE",149.98,434,"65,091.32","69,475","CN",51.55,1,4.8,"1,348",7,22,"BON AUGURE","Home & Kitchen","Small Oversize","FBA","15.5x6.0x51.0",45.86,"2/27/2023"
"15x9.8 Inch Couch Arm Table - Strong Rubber Wood Foldable Sofa Tray Table Clip on Side Table for Wide Couch Arm with 360° Rotating Phone Holder, Armrest Table for Eat/Drink/Snack/Remote Control","B0BRX96BV3","https://www.amazon.com/dp/B0BRX96BV3?psc=1","https://m.media-amazon.com/images/I/71iousw0e+L._AC_SX466_.jpg","BELO VALE",34.99,64,"2,239.36","71,741","CN",12.90,1,4.7,57,6,2,"BELO VALE","Home & Kitchen","Large Standard-Size","FBA","10.5x3.5x16.1",3.97,"1/9/2023"
"ChooChoo Farmhouse Console Table, Rustic Vintage Narrow Sofa Table for Entryway, Living Room, Hallway, 40 White","B08NDK254L","https://www.amazon.com/dp/B08NDK254L?psc=1","https://m.media-amazon.com/images/I/91NRYswYhKS._AC_SX425_.jpg","ChooChoo",109.99,490,"53,895.10","69,024","CN",37.57,1,4.7,268,7,17,"ChooChoo Furniture","Home & Kitchen","Small Oversize","FBA","14.6x6.1x43.0",27.30,"11/13/2020"
"MAHANCRIS Sofa Table with Power Outlet, 43.7"" Console Table with USB Ports, Behind Couch Table, Entryway Table for Living Room, Entryway, Foyer, Metal Frame, Adjustable Feet, Rustic Brown CTHR11E01Z1","B0BTSM2KW9","https://www.amazon.com/dp/B0BTSM2KW9?psc=1","https://m.media-amazon.com/images/I/71zLifWVWUL._AC_SY450_.jpg","MAHANCRIS",49.99,204,"10,197.96","97,238","CN",18.98,1,4.6,3,9,0,"ALLOSWELL","Home & Kitchen","Large Standard-Size","FBA","13.2x6.0x17.2",16.45,"4/27/2023"
"Rolanstar Console Table, Narrow Sofa Table with 2 Mesh Shelves, 47.2” Long Rustic Entryway Table with Retro Metal Frame, Entrance Table for Entryway, Hallway, Living Room, Bedroom","B08ZSH32R8","https://www.amazon.com/dp/B08ZSH32R8?psc=1","https://m.media-amazon.com/images/I/81ygZOUcfTL._AC_SX679_.jpg","Rolanstar",54.99,246,"13,527.54","79,504","CN",27.64,1,4.8,"2,481",9,28,"RolanstarDirect","Home & Kitchen","Small Oversize","FBA","11.7x4.0x50.3",23.85,"3/23/2021"
"MAHANCRIS Console Table, 2-Tier Entrance Table, Behind Sofa Table, Industrial Style, Sturdy and Stable, for Living Room, Entryway, Foyer, Corridor, Office, Rustic Brown and Black CTHR27601","B0BSLJ3BSM","https://www.amazon.com/dp/B0BSLJ3BSM?psc=1","https://m.media-amazon.com/images/I/61bkGpjg4-L._AC_SY355_.jpg","MAHANCRIS",39.99,"n/a","n/a","892,349","CN",16.85,1,"n/a",0,"n/a",0,"ALLOSWELL","Home & Kitchen","Large Standard-Size","n/a","11.4x17.1x6.1",14.30,"5/29/2023"
"Convenience Concepts Tucson Console Table with Shelf, Black","B01HQ2YUEQ","https://www.amazon.com/dp/B01HQ2YUEQ?psc=1","https://m.media-amazon.com/images/I/71PgzUvJoOL._AC_SX425_.jpg","Convenience Concepts",86.08,280,"24,102.40","176,553","AMZ",32.29,18,4.6,"3,620",9,6,"Amazon","Home & Kitchen","Small Oversize","FBA","11.5x5.0x48.5",23.10,"6/29/2016"
"MAHANCRIS Console Table, 40.2” Modern Sofa Table, Tempered Glass Hallway Table, Slim Couch Table, Narrow Sofa Table with Metal Frame, Easy to Install, for Entryway, Living Room, Black CTH101B01","B0BQ6HY9RT","https://www.amazon.com/dp/B0BQ6HY9RT?psc=1","https://m.media-amazon.com/images/I/51aIkU9UCgL._AC_SX425_.jpg","MAHANCRIS",45.99,"n/a","n/a","81,304","CN",17.59,1,5.0,1,8,0,"ALLOSWELL","Home & Kitchen","Large Standard-Size","FBA","10.2x5.3x17.4",13.67,"5/3/2023"
"ALLOSWELL Console Table, 70.9"" Narrow Long Sofa Table, Entryway Table, Industrial Sofa Table, Side Table, for Hallway, Living Room, Sturdy and Stable, Easy to Assemble, Rustic Brown CTHR18001","B09RF1RTV7","https://www.amazon.com/dp/B09RF1RTV7?psc=1","https://m.media-amazon.com/images/I/61QCgmmNLgL._AC_SY355_.jpg","ALLOSWELL",59.99,511,"30,654.89","70,479","CN",28.12,1,4.6,751,9,48,"ALLOSWELL","Home & Kitchen","Small Oversize","FBA","10.2x4.5x40.2",20.65,"1/28/2022"
"HOOBRO 29.5 Inches Narrow Console Table, Small Sofa Table, Entryway Table with Shelves, Side Table, Display Table, for Hallway, Bedroom, Foyer, Living Room, Rustic Brown and Black BF22XG01","B09NKWYWYP","https://www.amazon.com/dp/B09NKWYWYP?psc=1","https://m.media-amazon.com/images/I/61lO-UKRnzL._AC_SX466_.jpg","HOOBRO",43.99,361,"15,880.39","70,585","CN",17.29,3,4.3,117,8,15,"Hoobro","Home & Kitchen","Large Standard-Size","FBA","10.5x5.9x17.4",13.71,"12/13/2021"
"IDEALHOUSE Console Table with Power Outlets & USB Ports, Narrow Sofa Table with Charging Station, 39.3"" Industrial Entryway Table, Behind Couch Table for Living Room, Hallway, Foyer, Bedroom-Grey","B0BL7FDCJ9","https://www.amazon.com/dp/B0BL7FDCJ9?psc=1","https://m.media-amazon.com/images/I/61H7yoLraWL._AC_SX679_.jpg","IDEALHOUSE",49.90,352,"17,564.80","139,513","AMZ",22.26,6,4.7,91,7,22,"Amazon","Home & Kitchen","Small Oversize","AMZ","11.0x42.0x3.5",13.00,"11/2/2022"
"HOOBRO Console Table, 55.1"" Narrow Entryway Table, Extra Long Sofa Table Behind Couch, 1.2” Thick Board, Skinny Hallway Table, Living Room, Corridor, Vintage Brown and Black BF140XG01G1","B09VB6MG61","https://www.amazon.com/dp/B09VB6MG61?psc=1","https://m.media-amazon.com/images/I/61U9iPcxJJL._AC_SX425_.jpg","HOOBRO",49.99,273,"13,647.27","92,473","CN",26.89,2,4.5,252,9,19,"Hoobro","Home & Kitchen","Small Oversize","FBA","11.0x6.5x32.6",23.35,"6/1/2022"
"Winsome Nolan Occasional Table, Cappuccino","B007PBJ4G8","https://www.amazon.com/dp/B007PBJ4G8?psc=1","https://m.media-amazon.com/images/I/61oodZLwcIL._AC_SX466_.jpg","Winsome",104.22,102,"10,630.44","235,581","AMZ",44.68,29,4.7,"1,373",9,3,"Amazon","Home & Kitchen","Small Oversize","FBA","19.8x7.5x44.0",42.51,"3/28/2012"
"Clip On Tray Sofa Table for Wide Couches. Couch Arm Tray Table, Portable Table, TV Table and Side Tables for Small Spaces. Stable Sofa Arm Table for Eating and Drink Table (Brown)","B0BS1SXM3B","https://www.amazon.com/dp/B0BS1SXM3B?psc=1","https://m.media-amazon.com/images/I/81NmRbO0hJL._AC_SX425_.jpg","Shamrock Home",29.99,749,"22,462.51","33,537","CA",11.88,1,4.6,"1,423",5,20,"Shamrock Commerce","Home & Kitchen","Large Standard-Size","FBA","12.0x2.2x14.7",2.92,"1/10/2023"
