"","product_details","asin","url","image_url","brand","price","sales","revenue","bsr","seller_country_region","fees","active_sellers_number","ratings","review_count","images","review_velocity","buy_box","category","size_tier","fulfillment","dimensions","weight","creation_date"
"49","WLIVE Nightstand, Bedside Table with Adjustable Wooden Drawer, 2-Tier Night Stands for Couch, Bed, Sofa, End Table Side Table for Bedroom, Living Room, Black","B0BJ6M5XSG","https://www.amazon.com/dp/B0BJ6M5XSG?psc=1","https://m.media-amazon.com/images/I/71Fa+PhBg3L._AC_SX466_.jpg","WLIVE",39.99,717,28672.83,58841,"CN",17.64,1,4.6,63,8,15,"WLIVE","Home & Kitchen","Large Standard-Size","FBA","13.2x5.4x16.9","16.53",2022-10-14
"50","MaxSmeo End Table with Storage Mid Century Nightstand with Rattan Drawer and Shelf, Wood Small Side Coffee Table for Small Space, Living Room and Bedroom, Easy Assembly (Black)","B09QM44N72","https://www.amazon.com/dp/B09QM44N72?psc=1","https://m.media-amazon.com/images/I/61XV3KhIawL._AC_SY355_.jpg","MaxSmeo",73.94,1699,125624.06,16309,"CN",28.95,3,4.3,492,7,34,"Sme Direct","Home & Kitchen","Small Oversize","FBA","15.0x6.1x18.4","17.50",2022-01-18
"51","LVSOMT Nightstand with Charging Station and USB Ports, Rustic Brown Bedside Table with Open Shelf, Mid Century Modern Nightstand with 2 Drawers, Night Stands for Bedroom…","B09N6PGZY8","https://www.amazon.com/dp/B09N6PGZY8?psc=1","https://m.media-amazon.com/images/I/81LjA8byN0L._AC_SY450_.jpg","LVSOMT",119.99,167,20038.33,106452,"CN",42.01,1,4.4,197,9,14,"Ylued","Home & Kitchen","Small Oversize","FBA","18.1x6.0x27.9","34.96",2021-12-07
"52","ALLOSWELL Small Side Table, End Table with Storage Shelf, 14.6 x 10.6 x 19.9 Inches, Nightstand X-Shaped Design, Bedside Table, Steel Frame, Living Room, Bedroom, Easy Assembly, Rustic Brown ETHR2801","B09G2L33ZX","https://www.amazon.com/dp/B09G2L33ZX?psc=1","https://m.media-amazon.com/images/I/717EXLXHa4L._AC_SX425_.jpg","ALLOSWELL",19.99,486,9715.14,24952,"CN",11.93,7,4.3,471,9,27,"ALLOSWELL","Home & Kitchen","Large Standard-Size","FBA","13.2x3.4x17.3","8.38",2022-01-06
"53","Modway Render Mid-Century Modern End Table or Nightstand in Walnut","B07VWKTQV6","https://www.amazon.com/dp/B07VWKTQV6?psc=1","https://m.media-amazon.com/images/I/71qC8uUOAsS._AC_SX425_.jpg","Modway",98.82,94,9289.08,267851,"AMZ",35.65,25,4.6,251,10,9,"Amazon","Home & Kitchen","Small Oversize","AMZ","19.0x6.2x24.0","26.70",2019-07-31
"54","IKENO Nightstand with LED Lights and Charging Station, 3 Drawers End Table Bedside Table for Bedroom (Rustic Brown)","B0C2Q7RJ7T","https://www.amazon.com/dp/B0C2Q7RJ7T?psc=1","https://m.media-amazon.com/images/I/81e2o0I3SLL._AC_SY355_.jpg","IKENO",99.99,159,15898.41,87713,"US",NA,1,5,1,9,0,"Ikeno Design","Home & Kitchen",NA,"MFN",NA,NA,2023-04-17
"55","AMHANCIBLE LED Nightstands Set of 2, End Side Table with Wireless Charging Station, Bedside Table with USB Port & Outlet, Smart Night Stand with Fabric Drawers for Bedroom Living Room HET053LGY","B0B93G82K2","https://www.amazon.com/dp/B0B93G82K2?psc=1","https://m.media-amazon.com/images/I/71TtE9pW29L._AC_SX466_.jpg","AMHANCIBLE",229.99,822,189051.78,42464,"CN",58.84,1,4.3,216,8,33,"Amhancible","Home & Kitchen","Small Oversize","FBA","15.8x9.3x26.0","36.51",2022-08-09
"56","IKENO Nightstand with LED Lights and Charging Station, 2 Drawers End Table Bedside Table for Bedroom (Black)","B0C2Q19K7L","https://www.amazon.com/dp/B0C2Q19K7L?psc=1","https://m.media-amazon.com/images/I/71PjNobzIHL._AC_SX466_.jpg","IKENO",89.99,163,14668.37,139794,"US",NA,1,3,2,9,1,"Ikeno Design","Home & Kitchen",NA,"MFN",NA,NA,2023-04-17
"57","Tohomeor End Table with Charging Station LED Light Nightstand Bedroom Bed Side Dresser with Fabric Drawers Open Storage Shelf Living Room Sofa End Table with USB Ports and Outlet (White, 1 Pack)","B0BY5969GS","https://www.amazon.com/dp/B0BY5969GS?psc=1","https://m.media-amazon.com/images/I/51ZAkcv0UdL._AC_SX466_.jpg","Tohomeor",65.89,NA,NA,24080,"CN",19.93,1,NA,0,7,0,"Tohomeor","Home & Kitchen","Large Standard-Size","FBA","13.6x5.4x16.7","11.88",2023-03-11
"58","i-aplus Nightstand Set of 2 LED Nightstand with 2 Drawers, Bedside Table with Drawers for Bedroom Furniture, Side Bed Table with LED Light, White…","B0976QDCD7","https://www.amazon.com/dp/B0976QDCD7?psc=1","https://m.media-amazon.com/images/I/71-FwzWQTeS._AC_SY450_.jpg","i-aplus",199,896,178304,43719,"US",82.19,1,4.1,1268,5,33,"A Not Bad Shop","Home & Kitchen","Medium Oversize","MFN","13.8x14.2x23.6","79.36",2021-06-14
"59","OYEAL Gray Night Stand with Charging Station 2-Tier Side Tables Bedroom with Drawer Small Bedside Table with USB Ports and Outlets for Bedroom Living Room, Rustic Grey","B0B82225B9","https://www.amazon.com/dp/B0B82225B9?psc=1","https://m.media-amazon.com/images/I/71Gj2Nf7tzL._AC_SX679_.jpg","OYEAL",49.99,418,20895.82,67457,"US",19.79,2,4,148,7,24,"OYEAL Direct","Home & Kitchen","Large Standard-Size","FBA","13.2x6.3x17.2","18.63",2022-07-29
"60","Winsome Wood Claire Accent Table, White","B000NPTUDA","https://www.amazon.com/dp/B000NPTUDA?psc=1","https://m.media-amazon.com/images/I/61w8Arpi0qL._AC_SY355_.jpg","Winsome",43.39,1542,66907.38,19423,"AMZ",24.64,30,4.4,19526,14,79,"Amazon","Home & Kitchen","Small Oversize","AMZ","19.6x4.8x23.1","20.25",2000-11-01
"61","ADORNEVE LED Nightstand Black Nightstand with Wireless Charging Station 2 Drawers, Modern Bedroom End Side Table with LED Lights, Wooden Sofa Bedside Table with Pull-Out Shelf","B0B48NXHC1","https://www.amazon.com/dp/B0B48NXHC1?psc=1","https://m.media-amazon.com/images/I/61BHip2pR2L._AC_SX466_.jpg","ADORNEVE",89.99,774,69652.26,46957,"CN",NA,1,4.3,177,9,15,"TFUS Household Direct","Home & Kitchen",NA,"MFN",NA,NA,2022-06-16
"62","Seventable Nightstand with Wireless Charging Station and LED Lights, Modern End Side Table with 3 Drawers and Open Compartment for Bedroom, Black","B09DL9JKYD","https://www.amazon.com/dp/B09DL9JKYD?psc=1","https://m.media-amazon.com/images/I/71ClsBkMqML._AC_SY355_.jpg","Seventable",129.99,888,115431.12,48528,"CN",43.62,3,4.4,1269,7,64,"Seven Warrior Direct","Home & Kitchen","Small Oversize","FBA","16.5x8.0x26.6","34.41",2021-09-17
"63","Rolanstar Nightstand with Charging Station and LED Lights, 2 AC and USB Power Outlets, Night Stand with 2 Drawers and Storage Shelves, Bedside Table for Bedroom - White","B09Y8RZX66","https://www.amazon.com/dp/B09Y8RZX66?psc=1","https://m.media-amazon.com/images/I/516ottZpn1L._AC_SX466_.jpg","Rolanstar",99.99,505,50494.95,65911,"CN",37.44,1,4.4,264,7,18,"RolanstarDirect","Home & Kitchen","Small Oversize","FBA","16.0x5.0x32.0","30.66",2022-08-23
"64","Signature Design by Ashley Realyn Traditional Cottage 1 Drawer Nightstand with Dovetail Construction & Open Display Shelf, Chipped White, Distressed Brown","B07MHJLSPT","https://www.amazon.com/dp/B07MHJLSPT?psc=1","https://m.media-amazon.com/images/I/71fCagBEdpL._AC_SY355_.jpg","Signature Design by Ashley",194.99,88,17159.12,375119,"AMZ",65.86,8,4.7,396,10,10,"Amazon","Home & Kitchen","Small Oversize","FBA","22.0x15.0x27.0","40.26",NA
"65","White Nightstands Set of 2, Small Night Stand with Drawer and Shelf Storage End Table for Bedroom, Dorm, Modern","B0BX66B4B2","https://www.amazon.com/dp/B0BX66B4B2?psc=1","https://m.media-amazon.com/images/I/61F4w84ffkL._AC_SY450_.jpg","KAI-ROAD",69.33,NA,NA,53762,"CN",28.95,1,5,1,7,0,"KAI-ROAD","Home & Kitchen","Small Oversize","FBA","15.5x6.3x24.5","21.75",2023-03-03
"66","Fixwal Side Table 2-Tier Tall End Table with Storage Rack Wooden Nightstand White Bedside Table for Living Room Bedroom Office No-Tool Assembly","B0BY12CDQ2","https://www.amazon.com/dp/B0BY12CDQ2?psc=1","https://m.media-amazon.com/images/I/61SL4G7MxsL._AC_SY450_.jpg","Fixwal",21.99,NA,NA,165534,"CN",11.91,1,4.6,9,7,0,"Momok","Home & Kitchen","Large Standard-Size","FBA","13.1x3.0x16.9","7.45",2023-03-10
"67","AMERLIFE Rattan Nightstands Set of 2, Boho Accent Bedside Tables with 2 Solid Wood Drawers Storage End Table, Woven Natural Vintage Side Table for Bedroom, Black(2pcs)","B0BY26WTWJ","https://www.amazon.com/dp/B0BY26WTWJ?psc=1","https://m.media-amazon.com/images/I/71g7RZhCMCL._AC_SX569_.jpg","AMERLIFE",199.98,59,11798.82,152203,"CN",63.37,1,3.9,9,8,5,"Happy Tao","Home & Kitchen","Small Oversize","MFN","16.5x24.0x8.7","68.00",2023-03-10
"68","Nathan James Mina Side, End Table Wood Finish & Matte Accents with Storage for Living Room or Nightstand, Bedroom, Natural Oak/Black","B084HCTYZ7","https://www.amazon.com/dp/B084HCTYZ7?psc=1","https://m.media-amazon.com/images/I/81-8vOM6zSL._AC_SX522_.jpg","Nathan James",101.34,1341,135896.94,22339,"AMZ",35.85,9,4.4,783,7,22,"Amazon","Home & Kitchen","Small Oversize","FBA","19.3x6.0x22.5","26.85",2020-02-05
"69","VASAGLE Side Table with Charging Station, Narrow End Table with 2 Drawers, Slim Nightstand and Bedside Table with Storage, for Small Spaces, Black ULET321B22","B0BRXZFWDZ","https://www.amazon.com/dp/B0BRXZFWDZ?psc=1","https://m.media-amazon.com/images/I/81owSTolzRL._AC_SY450_.jpg","VASAGLE",99.99,NA,NA,55676,"US",39.43,1,4.6,3,7,0,"Songmics Direct","Home & Kitchen","Small Oversize","FBA","16.8x5.8x28.2","35.61",2023-05-18
"70","Tiptiper Nightstand with Charging Station, Night Stand with 3 Storage Drawers, Bedside Table with Hutch, Modern End Side Table for Bedroom,White, 14D x 17.7W x 26.8H in","B0B5R35NK6","https://www.amazon.com/dp/B0B5R35NK6?psc=1","https://m.media-amazon.com/images/I/71bW5i-fuwL._AC_SX425_.jpg","Tiptiper",81.99,1121,91910.79,36597,"CN",NA,1,4.1,242,7,19,"Stickto mystyle","Home & Kitchen",NA,"MFN",NA,NA,2022-07-04
"71","VASAGLE Small Round Side End Table, Modern Nightstand with Fabric Basket, White + Beige","B0BBTN7F4Q","https://www.amazon.com/dp/B0BBTN7F4Q?psc=1","https://m.media-amazon.com/images/I/71PfQeVSYKL._AC_SX569_.jpg","VASAGLE",42.99,3564,153216.36,9428,"AMZ",20.8,9,4.6,116,9,31,"Amazon","Home & Kitchen","Small Oversize","AMZ","20.1x3.8x21.5","10.05",2022-08-25
"72","LELELINKY White Nightstand with Charging Station and USB Ports, 2 Tier Night Stand with Drawers Open Storage Shelf, Modern Narrow Sofa Side Tables, Small Wood End Table for Bedroom,Living Room","B0C2CTGJS7","https://www.amazon.com/dp/B0C2CTGJS7?psc=1","https://m.media-amazon.com/images/I/71nIeZ0BIiL._AC_SY355_.jpg","LELELINKY",39.99,NA,NA,50178,"CN",16.21,1,4.4,101,7,1,"Lelelinky Direct","Home & Kitchen","Large Standard-Size","FBA","13.5x4.9x17.6","12.17",2023-04-13
"73","Yoobure Nightstand with Charging Station, Side Table End Table with Large Drawer and Storage Shelf, Bed Side Table/Night Stand with USB Ports & Outlets, Rustic Bedside Tables for Bedroom, Living Room","B0BR4625GC","https://www.amazon.com/dp/B0BR4625GC?psc=1","https://m.media-amazon.com/images/I/71kkXGeTXGL._AC_SY450_.jpg","Yoobure",49.99,302,15096.98,49792,"CN",19.14,2,4.8,99,8,42,"Fancee Home","Home & Kitchen","Large Standard-Size","FBA","13.5x5.6x17.6","16.78",2023-03-20
"74","YBING Nightstand Bedroom Bedside Table with Fabric Drawers End Table with Storage Open Shelf Side Table for Living Room Home Dorm Small Space Black","B0BS5KX88P","https://www.amazon.com/dp/B0BS5KX88P?psc=1","https://m.media-amazon.com/images/I/711Ef9qIUnL._AC_SX679_.jpg","YBING",41.99,364,15284.36,79476,"CN",16.51,1,4.1,37,7,13,"YBING Direct","Home & Kitchen","Large Standard-Size","FBA","12.8x5.4x16.6","12.17",2023-01-12
"75","SUPERJARE Nightstands Set of 2, Rattan Nightstands with Charging Station & PE Rattan Decor Drawer, Bed Side Tables with Solid Wood Feet, End Table, Night Stands, for Bedroom, Dorm - Natural","B0BBL4XJTD","https://www.amazon.com/dp/B0BBL4XJTD?psc=1","https://m.media-amazon.com/images/I/71OGX6JqcpL._AC_SX522_.jpg","SUPERJARE",119.99,889,106671.11,25713,"US",43,2,4.5,221,9,15,"Superjare Direct","Home & Kitchen","Small Oversize","FBA","14.5x10.5x18.5","35.01",2022-08-23
"76","Finnhomy Nightstand, End Table, Side Table with 2 Hand Made Rattan Decorated Drawers, Wood Accent Table with Storage for Bedroom, Natural (Patented)","B08N64VS3X","https://www.amazon.com/dp/B08N64VS3X?psc=1","https://m.media-amazon.com/images/I/81+ndEHENNL._AC_SX466_.jpg","Finnhomy",69.99,1206,84407.94,25593,"CN",31.99,2,4.3,833,7,44,"Finn-karelia","Home & Kitchen","Small Oversize","FBA","18.0x6.0x20.0","29.00",2020-11-11
"77","Lerliuo Nightstand with Charging Station and Led Lights, Night Stand with USB Ports and Outlets, Modern Bedside Table with Drawer and Storage Shelf, Black Smart Side Tables for Bedroom","B0BQ6B4CXF","https://www.amazon.com/dp/B0BQ6B4CXF?psc=1","https://m.media-amazon.com/images/I/71OdhRaa35L._AC_SX569_.jpg","Lerliuo",59.99,NA,NA,178237,"CN",25.98,1,NA,0,6,0,"Lerliuo Direct","Home & Kitchen","Small Oversize","FBA","14.2x7.1x18.2","17.48",2022-12-15
"78","VASAGLE Nightstands Set of 2, 3-Tier End Table, Side Desk for Small Space in Living Room, Bedroom, Steel Frame, Easy Assembly, 2-Pack, Chestnut Brown and Black","B08K7B8FD2","https://www.amazon.com/dp/B08K7B8FD2?psc=1","https://m.media-amazon.com/images/I/71fk6nwuPzL._AC_SX569_.jpg","VASAGLE",30.93,330,10206.9,41017,"AMZ",20.25,2,4.6,2853,9,24,"Amazon","Home & Kitchen","Small Oversize","AMZ","14.0x3.5x27.0","14.55",2020-09-27
"79","MaxSmeo Nightstand, Mid Century Modern Side Table Bedroom with Storage, Small End Bedside Table with Solid Wood Legs for Living Room, Office Small Spaces (Natural)","B0BPXYLRTC","https://www.amazon.com/dp/B0BPXYLRTC?psc=1","https://m.media-amazon.com/images/I/61YgFrJ4OYL._AC_SX679_.jpg","MaxSmeo",39.99,NA,NA,83768,"CN",15.57,1,4.5,79,7,56,"Sme Direct","Home & Kitchen","Large Standard-Size","FBA","13.1x4.1x16.0","10.17",2022-12-13
"80","Lerliuo Nightstand with Charging Station and USB Ports, 3-Tier End Side Table with Storage Drawer and Shelf, Modern Bedside Night Stand for Bedroom, Living Room- Retro Brown","B09W1C88V5","https://www.amazon.com/dp/B09W1C88V5?psc=1","https://m.media-amazon.com/images/I/71ctfzmnz+L._AC_SX569_.jpg","Lerliuo",57.39,960,55094.4,40691,"CN",20.85,6,4.4,649,8,52,"Lebo-US","Home & Kitchen","Large Standard-Size","FBA","13.4x7.2x17.4","19.14",2022-03-20
"81","Masupu Nightstand,Mid-Century Modern Bedside Table with Storage Drawer and Open Wood Shelf,Small Gold Frame Side Table for Bedroom,Living Room,White","B0BJCZ23KJ","https://www.amazon.com/dp/B0BJCZ23KJ?psc=1","https://m.media-amazon.com/images/I/61Z2lmo1cHL._AC_SX569_.jpg","Masupu",59.99,286,17157.14,90187,"CN",20.49,1,4.1,52,7,2,"Masupu","Home & Kitchen","Large Standard-Size","FBA","13.3x6.4x16.9","16.03",2022-10-17
"82","WLIVE Side Table, Small End Table, Adjustable 3-Tier Bedside Table with Sturdy Metal Frame, Tall Nightstand for Bedroom, Living Room, Sofa Table for Small Space, Black","B0B8YQKZTZ","https://www.amazon.com/dp/B0B8YQKZTZ?psc=1","https://m.media-amazon.com/images/I/71MimR-GPoL._AC_SX522_.jpg","WLIVE",25.99,849,22065.51,43024,"CN",14.46,1,4.5,112,9,16,"WLIVE","Home & Kitchen","Large Standard-Size","FBA","13.2x3.3x17.8","10.36",2022-08-05
"83","Rolanstar Nightstand with Charging Station and LED Lights, Mid Century Modern End Table with 2 Sliding Drawers for Living Room, Bed Side Table for Bedroom - White","B0B2QNTZJW","https://www.amazon.com/dp/B0B2QNTZJW?psc=1","https://m.media-amazon.com/images/I/51aIHgaxkML._AC_SX679_.jpg","Rolanstar",69.99,80,5599.2,222496,"CN",31.68,1,4.5,133,8,21,"RolanstarDirect","Home & Kitchen","Small Oversize","FBA","16.1x7.5x23.0","27.34",2022-09-04
"84","Rolanstar Nightstand with Wireless Charging Station and LED Lights, Tool Free Quick Install Modern End Table with 3 Drawers, Side Table for Bedroom, White","B0B1Q7BCP6","https://www.amazon.com/dp/B0B1Q7BCP6?psc=1","https://m.media-amazon.com/images/I/51S5iGMfe5L._AC_SX466_.jpg","Rolanstar",79.99,216,17277.84,84734,"CN",35.7,1,4,146,7,16,"RolanstarDirect","Home & Kitchen","Small Oversize","FBA","16.8x6.5x27.4","33.86",2022-08-10
"85","LIDYUK End Table with Charging Station, Flip Top Side Table with USB Ports and Outlets, Nightstand for Small Spaces, Bedside Tables with Storage Shelf for Living Room, Bedroom, Dark Cherry","B0C1ZB5XCV","https://www.amazon.com/dp/B0C1ZB5XCV?psc=1","https://m.media-amazon.com/images/I/71bPE4JebFL._AC_SX569_.jpg","LIDYUK",79.99,3050,243969.5,14315,"CN",23.81,1,4.5,1899,7,0,"LIDYUK","Home & Kitchen","Large Standard-Size","FBA","13.4x6.2x17.4","17.44",2023-04-10
"86","MOOACE Nightstand Black with Charging Station, Side End Table with USB Ports and Outlets, 3 Tier Side Table with Storage Shelf Modern Bedside Table for Bedroom Living Room","B0BWXF6BQJ","https://www.amazon.com/dp/B0BWXF6BQJ?psc=1","https://m.media-amazon.com/images/I/71FYRqlHqZL._AC_SX679_.jpg","MOOACE",39.99,NA,NA,71527,"CN",15.57,1,4.2,15,7,9,"MOOACE Direct","Home & Kitchen","Large Standard-Size","FBA","13.3x4.7x16.6","10.38",2023-02-27
"87","Furnulem Nightstand with 3 Drawers and 2-Tier Shelf, Fabric Small Dresser Organizer Vertical Storage Tower for Bedroom, Closet, Hallway, Nursery, End Table Side Furniture, Sturdy Steel Frame, Wood Top","B0BDVXTC6S","https://www.amazon.com/dp/B0BDVXTC6S?psc=1","https://m.media-amazon.com/images/I/81OU8bBg4kL._AC_SX466_.jpg","Furnulem",49.99,1753,87632.47,12624,"CN",18.03,1,4.2,375,8,69,"Furnulem US","Home & Kitchen","Large Standard-Size","FBA","13.6x4.7x17.4","13.27",2022-11-01
"88","LDTTCUK Side Table with Charging Station, End Table with Power Outlet & USB Ports, Nightstand with 2 Tiers Storage Space and Storage Cabinet, Sofa Side Tables for Bedroom, Living Room,Office,Black","B0BN67TVVP","https://www.amazon.com/dp/B0BN67TVVP?psc=1","https://m.media-amazon.com/images/I/71arUJLqusL._AC_SY450_.jpg","LDTTCUK",79.99,683,54633.17,34320,"CN",23.49,1,4.3,202,7,26,"yiboshangmao123","Home & Kitchen","Large Standard-Size","FBA","13.5x6.7x16.9","16.16",2022-11-23
"89","AILEEKISS Nightstand with Wireless Charging Function Wooden Night Stands with 2 Drawers and Open Shelf Storage Cabinet End Table Home Bedside Table for Bedroom (White)","B099WW8WKG","https://www.amazon.com/dp/B099WW8WKG?psc=1","https://m.media-amazon.com/images/I/516jTqpWy-L._AC_SX569_.jpg","AILEEKISS",97.99,327,32042.73,66277,"CN",42.64,1,4.5,293,7,22,"ICE ONLINE STORE","Home & Kitchen","Small Oversize","MFN","19.3x26.8x7.1","41.80",2021-07-19
"90","Filano Floating Nightstand Geometric Wall Shelves for Bedroom Rustic Wood Bedside Shelf Wall Mounted Nightstand Small Nightstand Floating Bedside Table Carbonized Black","B0BQ6XMDRL","https://www.amazon.com/dp/B0BQ6XMDRL?psc=1","https://m.media-amazon.com/images/I/715fsPq7QCL._AC_SX569_.jpg","Filano",23.99,281,6741.19,74036,"CN",9.69,1,4.3,100,9,65,"Filano Direct","Home & Kitchen","Large Standard-Size","FBA","8.2x1.9x14.4","2.34",NA
"91","AEPOALUA Masupu Nightstand, 2 Drawer Dresser for Bedroom, Small Side Table with 2 Drawers, Bedside Furniture, Night Stand, End Table with Gold Frame for Bedroom,Living Room,White","B0BTLS8NF3","https://www.amazon.com/dp/B0BTLS8NF3?psc=1","https://m.media-amazon.com/images/I/71l-Z2uUEBL._AC_SX425_.jpg","AEPOALUA",69.99,60,4199.4,1021439,"CN",NA,1,4.8,6,9,2,"AEPOALUA","Home & Kitchen","Large Standard-Size","FBA","13.5x7.0x17.5","22.00",2023-02-01
"92","Sorbus Nightstand Dresser with 2 Faux Wood Drawers - Bedside Table Chest with Storage - Bedroom, Living Room, Closet & Dorm Furniture-Lamp Stand - Steel Frame, Wood Top, Easy Pull Fabric Bins","B0B3NCNM32","https://www.amazon.com/dp/B0B3NCNM32?psc=1","https://m.media-amazon.com/images/I/711Hfu0tpWL._AC_SY741_.jpg","Sorbus",54.99,111,6103.89,350454,"US",24.28,2,4.2,97,7,8,"SELL BELOW COST","Home & Kitchen","Small Oversize","FBA","12.0x4.0x34.0","15.85",2022-06-09
"93","Nightstand with Charging Station and USB Ports, 3 Tier Small Bedside Table with Drawer and Storage Shelf Rustic Night Stand for Small Space, Living Room, Bedroom, Black","B0B821DLLQ","https://www.amazon.com/dp/B0B821DLLQ?psc=1","https://m.media-amazon.com/images/I/71huvZ7umfL._AC_SY450_.jpg","BTY",52.99,505,26759.95,63802,"CN",20.07,2,4.3,117,7,16,"BTY HOME","Home & Kitchen","Large Standard-Size","FBA","13.0x6.0x17.0","18.32",2022-07-29
"94","Reettic Nightstand with Charging Station and USB Ports & Power Outlets, Wooden End Table with Drawer and Opening Shelf, Side Table for Bedroom, Black RCTG101BE","B09C5VBK2X","https://www.amazon.com/dp/B09C5VBK2X?psc=1","https://m.media-amazon.com/images/I/61FNNGtVjoL._AC_SY355_.jpg","Reettic",69.99,841,58861.59,33216,"CN",30.31,1,4.3,562,6,34,"airbuyhome","Home & Kitchen","Small Oversize","FBA","18.4x4.7x27.9","24.90",2021-11-22
"95","White Nightstand with Wireless Charging Station and LED Lights, Modern End Side Table with 3 Drawers, Wooden Cabinet Stand by Sofa, Bedside Tables for Bedroom with USB Ports Outlet & Open Storage","B0BRQBT718","https://www.amazon.com/dp/B0BRQBT718?psc=1","https://m.media-amazon.com/images/I/71maGW6m7QL._AC_SX569_.jpg","HOSEOKA",91.99,458,42131.42,105585,"CN",36.97,1,4.4,85,8,41,"Fameill","Home & Kitchen","Small Oversize","FBA","16.2x5.8x27.6","32.06",2023-01-05
"96","ADORNEVE Nightstands Set of 2,Grey Nightstand with Charging Station & Drawers,Night Stands for Bedrooms Set of 2","B0B8Z6BL9D","https://www.amazon.com/dp/B0B8Z6BL9D?psc=1","https://m.media-amazon.com/images/I/711zlGhsmgL._AC_SX466_.jpg","ADORNEVE",129.99,729,94762.71,56252,"CN",48.55,1,4.3,386,7,27,"TFUS Household Direct","Home & Kitchen","Small Oversize","MFN","16.7x28.4x8.3","46.52",2022-08-08
