"","product_details","asin","url","image_url","brand","price","sales","revenue","bsr","seller_country_region","fees","active_sellers_number","ratings","review_count","images","review_velocity","buy_box","category","size_tier","fulfillment","dimensions","weight","creation_date"
"11","WOODYNLUX End Table Nightstands Set of 2, 3-Tier Bedside Tables, 5-Tier Shelf Bookcase, Nightstand Accent Table for Couch, Living Room, Bedroom, Rustic Brown and Black, Easy Assembly.","B0BMLQPHDB","https://www.amazon.com/dp/B0BMLQPHDB?psc=1","https://m.media-amazon.com/images/I/714CWHXLh1L._AC_SX425_.jpg","WOODYNLUX",49.99,1300,64987,34616,"CN",19.63,1,4.7,233,7,24,"haoding home","Home & Kitchen","Large Standard-Size","FBA","12.8x4.3x17.0","18.40",2022-11-16
"12","Furinno Simple Design End/SideTable, Espresso","B003VP10PK","https://www.amazon.com/dp/B003VP10PK?psc=1","https://m.media-amazon.com/images/I/51s0FECr-BL._AC_SY355_.jpg","Furinno",10.24,1653,16926.72,4026,"AMZ",15.89,7,4.4,10488,9,83,"Amazon","Home & Kitchen","Small Oversize","AMZ","22.0x2.1x22.7","11.90",2011-08-23
"13","VASAGLE Nightstands Set of 2, 3-Tier End Table, Side Desk for Small Space in Living Room, Bedroom, Steel Frame, Easy Assembly, 2-Pack, Chestnut Brown and Black","B08K7B8FD2","https://www.amazon.com/dp/B08K7B8FD2?psc=1","https://m.media-amazon.com/images/I/71fk6nwuPzL._AC_SX569_.jpg","VASAGLE",30.93,330,10206.9,41017,"AMZ",20.25,2,4.6,2853,9,24,"Amazon","Home & Kitchen","Small Oversize","AMZ","14.0x3.5x27.0","14.55",2020-09-27
"14","Winsome Wood Nolan Occasional Table, Cappuccino 20.00 x 20.00 x 21.97 Inches","B0046EC0LS","https://www.amazon.com/dp/B0046EC0LS?psc=1","https://m.media-amazon.com/images/I/61VrFfZEXyL._AC_SY450_.jpg","Winsome",53.7,187,10041.9,83832,"AMZ",29.97,28,4.7,2001,8,4,"Amazon","Home & Kitchen","Small Oversize","AMZ","24.0x7.0x24.2","24.15",NA
"15","Yoobure C Shaped End Table with Charging Station, Small Side Tables for Living Room, Bedroom, Sofa Table with USB Ports and Outlets for Small Spaces, C Couch Table Rustic Snack Table Bed Side Table","B0B58BL8C9","https://www.amazon.com/dp/B0B58BL8C9?psc=1","https://m.media-amazon.com/images/I/61TlLpGgR-L._AC_SY355_.jpg","Yoobure",45.99,2645,121643.55,10477,"HK",16.3,4,4.6,693,7,75,"Super A Plus","Home & Kitchen","Large Standard-Size","FBA","12.1x3.5x17.4","9.52",2022-08-23
"16","VASAGLE Side Table with Charging Station, Narrow End Table with 2 Drawers, Slim Nightstand and Bedside Table with Storage, for Small Spaces, Greige and Black ULET321B02","B0BRXZRG5J","https://www.amazon.com/dp/B0BRXZRG5J?psc=1","https://m.media-amazon.com/images/I/81kJOj6XdAL._AC_SX679_.jpg","VASAGLE",99.99,NA,NA,55676,"US",39.43,1,4.6,3,8,0,"Songmics Direct","Home & Kitchen","Small Oversize","FBA","16.7x5.5x28.0","35.11",2023-05-18
"17","VASAGLE Small Round Side End Table, Modern Nightstand with Fabric Basket, White + Beige","B0BBTN7F4Q","https://www.amazon.com/dp/B0BBTN7F4Q?psc=1","https://m.media-amazon.com/images/I/71PfQeVSYKL._AC_SX569_.jpg","VASAGLE",42.99,3564,153216.36,9428,"AMZ",20.8,9,4.6,116,9,31,"Amazon","Home & Kitchen","Small Oversize","AMZ","20.1x3.8x21.5","10.05",2022-08-25
"18","SinCiDo Nightstand with Charging Station, 20"" Farmhouse End Table w/Sliding Groove Barn Door, Rustic Wood Sofa Side Bedside Table w/Open & Adjustable Shlef for Bedroom, Living Room, White","B0C49XTTF7","https://www.amazon.com/dp/B0C49XTTF7?psc=1","https://m.media-amazon.com/images/I/71pAiXboSqL._AC_SY355_.jpg","SinCiDo",139.99,NA,NA,34441,"US",NA,1,5,2,6,0,"Shengye Development","Home & Kitchen",NA,"MFN",NA,NA,2023-05-04
"19","ZINUS Dane 20 Inch Black Frame Side Table / End Table / Easy Assembly, Red mahogany wood grain","B01BEGS15E","https://www.amazon.com/dp/B01BEGS15E?psc=1","https://m.media-amazon.com/images/I/81dHzhX9JtL._AC_SY450_.jpg","Zinus",31.83,977,31097.91,36202,"AMZ",20.38,6,4.5,8355,11,30,"Amazon","Home & Kitchen","Small Oversize","FBA","20.7x2.0x22.9","14.29",NA
"20","Furinno Andrey End Table / Side Table / Night Stand / Bedside Table with Bin Drawer, Columbia Walnut/Dark Brown","B07FKRG3YN","https://www.amazon.com/dp/B07FKRG3YN?psc=1","https://m.media-amazon.com/images/I/51Y+n3kZ7OL._AC_SX466_.jpg","Furinno",18.06,5839,105452.34,3607,"AMZ",17.05,7,4.1,54120,7,202,"Amazon","Home & Kitchen","Small Oversize","AMZ","18.0x3.0x20.0","11.50",2018-07-13
"21","Pipishell Bamboo Stackable End Tables, Wood Living Room Nightstand, Bedside Tables for Bedroom Storage, Set of 2","B07WG51N84","https://www.amazon.com/dp/B07WG51N84?psc=1","https://m.media-amazon.com/images/I/6112nVKkcPL._AC_SY355_.jpg","Pipishell",52.76,759,40044.84,32332,"CN",20.39,6,4.2,2168,8,34,"Lifecare Supplies","Home & Kitchen","Large Standard-Size","FBA","12.7x6.0x17.8","16.23",2019-08-16
"22","WLIVE End Table, 2-Tier Small Side Table with Open Storage, Narrow Side Stand for Bedroom, Living Room, Couch, Study, Modern End Stand with Sturdy Metal Frame, Sturdy Easy Assembly,Black","B0BCKF79BW","https://www.amazon.com/dp/B0BCKF79BW?psc=1","https://m.media-amazon.com/images/I/71RP+4IbFPL._AC_SX522_.jpg","WLIVE",23.99,1765,42342.35,21696,"CN",12.53,1,4.4,114,8,19,"SYL-HOME","Home & Kitchen","Large Standard-Size","FBA","13.1x2.7x17.3","8.30",2022-08-31
"23","Round End Table 24"" w X 24"" l 25.25"" h Brown Grey Mission Craftsman Traditional Wood Antique Finish Includes Hardware Solid","B0BRJSD5SR","https://www.amazon.com/dp/B0BRJSD5SR?psc=1","https://m.media-amazon.com/images/I/81fsnMekWLL._AC_SX425_.jpg","Generic",2897.99,0,0,8578411,"CA",NA,2,NA,0,3,0,"Bloomondo","Home & Kitchen",NA,"MFN",NA,NA,2022-12-30
"24","FORAOFUR Side Table, Small End Table Accent Table Living Room Bedroom Balcony Office, Modern Side Table Bedside Table Home Decor, Easy Assembly","B09TFHLB3J","https://www.amazon.com/dp/B09TFHLB3J?psc=1","https://m.media-amazon.com/images/I/51UCaA8FFXL._AC_SX425_.jpg","FORAOFUR",23.39,1844,43131.16,12050,"CN",11.32,1,4.6,413,7,36,"HAITE HOME","Home & Kitchen","Large Standard-Size","FBA","13.3x2.8x17.2","4.59",2022-02-25
"25","HOOBRO Round Side Table, Round Accent End Table with Sturdy X-Shaped Metal Frame, 15.7"" Round Nightstand, for Living Room, Bedroom, Balcony, Office Rustic Brown BF95BZ01","B09X39XJQJ","https://www.amazon.com/dp/B09X39XJQJ?psc=1","https://m.media-amazon.com/images/I/61Yb+NUvviL._AC_SY450_.jpg","HOOBRO",33.99,460,15635.4,40545,"CN",17.77,4,4.6,107,9,43,"Hoobro","Home & Kitchen","Small Oversize","FBA","17.4x2.1x17.9","7.20",2022-08-02
"26","Convenience Concepts Designs2Go Classic Glass 2 Tier Round End Table, Glass , 15.75 in x 15.75 in x 24.41 in","B00OJ2C2V0","https://www.amazon.com/dp/B00OJ2C2V0?psc=1","https://m.media-amazon.com/images/I/51pSZ8A6hxL._AC_SY450_.jpg","Convenience Concepts",21.57,535,11539.95,22205,"AMZ",17.17,15,4.7,3097,6,30,"Amazon","Home & Kitchen","Small Oversize","AMZ","20.7x3.0x21.0","10.60",NA
"27","Convenience Concepts Designs2Go Classic Glass 3 Tier Round Table, Glass","B000W9Y046","https://www.amazon.com/dp/B000W9Y046?psc=1","https://m.media-amazon.com/images/I/31DnDJhkqvL._AC_.jpg","Convenience Concepts",27.54,77,2120.58,51462,"AMZ",19.73,13,4.8,1062,2,9,"Amazon","Home & Kitchen","Small Oversize","AMZ","18.5x3.3x18.8","14.55",2006-04-29
"28","VECELO Modern Nightstands X-Design Side End Table Night Stand with Storage Shelf for Bedroom,Living Room,Set of 2 (Brown A2)","B08CZ4MS4S","https://www.amazon.com/dp/B08CZ4MS4S?psc=1","https://m.media-amazon.com/images/I/81Z5ogHA60L._AC_SX522_.jpg","VECELO",88.21,2244,197943.24,10289,"AMZ",36.82,5,4.3,7418,7,127,"Amazon","Home & Kitchen","Small Oversize","FBA","13.1x8.1x26.3","33.80",NA
"29","LDTTCUK Side Table with Charging Station, End Table with Power Outlet & USB Ports, Nightstand with 2 Tiers Storage Space and Storage Cabinet, Sofa Side Tables for Bedroom, Living Room,Office,Black","B0BN67TVVP","https://www.amazon.com/dp/B0BN67TVVP?psc=1","https://m.media-amazon.com/images/I/71arUJLqusL._AC_SY450_.jpg","LDTTCUK",79.99,683,54633.17,34320,"CN",23.49,1,4.3,202,7,26,"yiboshangmao123","Home & Kitchen","Large Standard-Size","FBA","13.5x6.7x16.9","16.16",2022-11-23
"30","AMHANCIBLEC Shaped End Table Set of 2, Side Tables for Sofa, Couch Table Snack Side Table for Livingroom Bedroom, Greige HET02CGY","B09LCDGW8Q","https://www.amazon.com/dp/B09LCDGW8Q?psc=1","https://m.media-amazon.com/images/I/61ZBRH2tf-L._AC_SX679_.jpg","AMHANCIBLE",57.59,1491,85866.69,11501,"CN",19.17,3,4.5,752,8,33,"Amhancible","Home & Kitchen","Large Standard-Size","FBA","13.0x6.1x17.1","13.49",2021-11-09
"31","Yoobure C Shaped End Table, Side Table for Couch and Bed, Small Side Table for Small Spaces, Living Room, Bedroom, Rustic Snack Table","B09QC6QN7D","https://www.amazon.com/dp/B09QC6QN7D?psc=1","https://m.media-amazon.com/images/I/511ysW9DwML._AC_SX679_.jpg","Yoobure",35.99,1965,70720.35,17498,"HK",14.17,15,4.5,957,7,70,"Super A Plus","Home & Kitchen","Large Standard-Size","FBA","12.3x3.0x17.6","7.78",2022-04-24
"32","Frenchi Furniture Magazine Table Finish: White","B006T3R5HI","https://www.amazon.com/dp/B006T3R5HI?psc=1","https://m.media-amazon.com/images/I/41iT+49l1FL._AC_SY355_.jpg","Frenchi Furniture",14.82,176,2608.32,40753,"AMZ",18.67,9,4.6,1467,1,3,"Amazon","Home & Kitchen","Small Oversize","AMZ","18.0x5.2x25.2","10.80",2012-01-03
"33","Side Table, End Table with 2 Tier Open Storage Shelf, Slim Nightstand for Bedroom, Living Room, Couch, Hallway, Spacious and Skinny, Modern Console Table with Sturdy Metal Frame","B0BLP2BD8X","https://www.amazon.com/dp/B0BLP2BD8X?psc=1","https://m.media-amazon.com/images/I/81AcyF5O0sL._AC_SX466_.jpg","TOY MANIAC",29.99,143,4288.57,159578,"CN",13.43,1,4.3,27,7,8,"JOYMART  Deals","Home & Kitchen","Large Standard-Size","FBA","13.1x2.3x17.5","7.91",2022-11-07
"34","Furinno Turn-N-Tube End Table, 2-Pack, Espresso","B075JKK2M5","https://www.amazon.com/dp/B075JKK2M5?psc=1","https://m.media-amazon.com/images/I/61MQCNRXKjL._AC_SY355_.jpg","Furinno",22.29,673,15001.17,39195,"AMZ",19.79,8,4.3,7082,7,61,"Amazon","Home & Kitchen","Small Oversize","AMZ","14.3x4.6x32.8","16.70",2017-09-11
"35","Ameriwood Home Parsons Modern End Table, 20 in x 20 in x 17.7 in (D x W x H), Espresso","B009OBA2L8","https://www.amazon.com/dp/B009OBA2L8?psc=1","https://m.media-amazon.com/images/I/91R3nj8+T2S._AC_SX569_.jpg","Ameriwood Home",27.59,885,24417.15,37875,"AMZ",17.64,5,4.5,8341,8,50,"Amazon","Home & Kitchen","Small Oversize","AMZ","20.8x2.2x28.3","9.00",NA
"36","CADANI Round Side Table, Black Modern End Table, Metal Accent Table for Small Spaces, Living Room, Bedroom, Balcony, Easy Assembly, 15.8x18.9inches","B0B1H7VNR2","https://www.amazon.com/dp/B0B1H7VNR2?psc=1","https://m.media-amazon.com/images/I/71aAYU1G47L._AC_SY450_.jpg","CADANI",33.97,1147,38963.59,23855,"CN",14.55,1,4.6,254,7,46,"MiaoHui Crafts","Home & Kitchen","Small Oversize","FBA","16.7x2.8x17.0","5.35",2022-05-17
"37","ALLOSWELL End Table, Side Table with Storage Shelf, Slim Nightstand, Steel Frame, for Living Room, Study, Bedroom, Industrial Design, Greige ETHG5001","B09Z2MLC94","https://www.amazon.com/dp/B09Z2MLC94?psc=1","https://m.media-amazon.com/images/I/61G1XzXPUSL._AC_SY450_.jpg","ALLOSWELL",21.99,579,12732.21,36851,"CN",12.23,1,4.3,450,8,18,"ALLOSWELL","Home & Kitchen","Large Standard-Size","FBA","12.8x3.5x16.9","8.15",2022-04-28
"38","HOOBRO End Table, Small Side Table, Nightstand with 2-Layer Storage Shelves, Sofa Table for Small Spaces, Living Room, Bedroom, Stable Frame, Easy Assembly, Rustic Brown BF09BZ01","B09MTGKK9R","https://www.amazon.com/dp/B09MTGKK9R?psc=1","https://m.media-amazon.com/images/I/711-JsvqqkL._AC_SX466_.jpg","HOOBRO",23.99,825,19791.75,43366,"CN",12.21,5,4.5,499,8,23,"Hoobro","Home & Kitchen","Large Standard-Size","FBA","11.9x3.1x17.1","7.10",NA
"39","Winsome Eugene Table, White","B0046EC0HW","https://www.amazon.com/dp/B0046EC0HW?psc=1","https://m.media-amazon.com/images/I/61JveBx0KBL._AC_SX569_.jpg","Winsome",41.21,2923,120456.83,5308,"AMZ",23.89,18,4.1,24330,11,76,"Amazon","Home & Kitchen","Small Oversize","AMZ","17.9x4.3x26.6","19.35",2003-10-02
"40","Nightstand with Drawers Bedside Table End Table for Small Space Side Table Night Stand with Wood Open Storage Shelf, Rustic Side Table for Bedroom, Living Room, Study, Office, Pantry","B0B316P76F","https://www.amazon.com/dp/B0B316P76F?psc=1","https://m.media-amazon.com/images/I/71-ic2TU3WL._AC_SX679_.jpg","Pabroni",39.99,396,15836.04,73545,"CN",15.41,1,4.3,109,7,14,"Pabroni","Home & Kitchen","Large Standard-Size","FBA","13.4x5.5x17.1","9.72",2022-06-02
"41","HOUIT End Table with Charging Station, Narrow Flip Top Side Table with USB Ports and Outlets, Nightstand with Storage for Small Spaces, Bedside Tables for Living Room, Bedroom","B0BG8GCSYK","https://www.amazon.com/dp/B0BG8GCSYK?psc=1","https://m.media-amazon.com/images/I/71LphdAZ2TL._AC_SX466_.jpg","HOUIT",39.99,325,12996.75,38560,"CN",17.64,1,4.7,152,7,12,"HOUIT","Home & Kitchen","Large Standard-Size","FBA","13.5x7.3x17.3","16.65",2022-09-23
"42","Ball & Cast Traditional End Table with Charging Station Chair Side Table with USB Ports & Outlets, Dark Brown","B07H2BTCFZ","https://www.amazon.com/dp/B07H2BTCFZ?psc=1","https://m.media-amazon.com/images/I/81yipqmySYL._AC_SY450_.jpg","Ball & Cast",120.85,NA,NA,3210,"AMZ",69.52,3,4.4,1603,9,0,"Amazon","Our Brands","Medium Oversize","AMZ","25.5x16.0x26.5","40.01",2018-10-27
"43","LIDYUK End Table with Charging Station, Flip Top Side Table with USB Ports and Outlets, Nightstand for Small Spaces, Bedside Tables with Storage Shelf for Living Room, Bedroom, Dark Cherry","B0C1ZB5XCV","https://www.amazon.com/dp/B0C1ZB5XCV?psc=1","https://m.media-amazon.com/images/I/71bPE4JebFL._AC_SX569_.jpg","LIDYUK",79.99,3050,243969.5,14315,"CN",23.81,1,4.5,1899,7,0,"LIDYUK","Home & Kitchen","Large Standard-Size","FBA","13.4x6.2x17.4","17.44",2023-04-10
"44","VASAGLE Side Table, Round End Table with 2 Shelves for Living Room, Bedroom, Small Table with Steel Frame for Smaller Spaces, Outdoor, Greige and Black","B07XXLG1JG","https://www.amazon.com/dp/B07XXLG1JG?psc=1","https://m.media-amazon.com/images/I/61U4oHKu4fL._AC_SX425_.jpg","VASAGLE",59.99,468,28075.32,101022,NA,24.61,1,4.7,1631,9,38,NA,"Home & Kitchen","Small Oversize","FBA","23.4x3.4x23.8","14.20",2019-12-29
"45","AOJEZOR End Table,Round End Table Ideal for Any Room-Side Tables Living Room,Side Tables Bedroom,Metal Structure Side Table Great for Indoor & Outdoor,Matte Gray Tray with 3 Gold Legs Accent Table","B07GYVWTF5","https://www.amazon.com/dp/B07GYVWTF5?psc=1","https://m.media-amazon.com/images/I/710rZNtsVvL._AC_SX569_.jpg","AOJEZOR",45.88,3731,171178.28,4644,"CN",19.71,1,4.6,3277,9,55,"Aojezor","Home & Kitchen","Small Oversize","FBA","19.0x2.0x23.0","6.80",2018-08-31
"46","AWASEN Side Table, Small End Accent Table for Living Room Bedroom Office Small Spaces, Modern White Side Table Nightstand with Solid Wood, Easy Assembly, (White)","B0BYMWHZJC","https://www.amazon.com/dp/B0BYMWHZJC?psc=1","https://m.media-amazon.com/images/I/51ihJ0cmhsL._AC_SX425_.jpg","AWASEN",25.99,NA,NA,103020,"CN",12.03,1,4.6,57,6,5,"Awasen Direct","Home & Kitchen","Large Standard-Size","FBA","13.7x2.8x17.0","5.89",2023-03-16
"47","HOOBRO Side Table with Charging Station, End Table with USB Ports and Outlet, Nightstand with 2-Layer Storage Shelves for Small Spaces, Living Room, Bedroom, Stable Frame, Rustic Brown BF09UBZ01","B0B9GXLK1P","https://www.amazon.com/dp/B0B9GXLK1P?psc=1","https://m.media-amazon.com/images/I/618WGX6c5rL._AC_SX466_.jpg","HOOBRO",29.99,1665,49933.35,15821,"CN",13.27,5,4.4,126,9,23,"Hoobro","Home & Kitchen","Large Standard-Size","FBA","12.0x4.2x17.3","8.18",2022-08-12
"48","Furologee Nightstand with 2 Fabric Drawers, Bedside Table, End Table with Open Wood Shelf, Side Sofa Table with 2 Hooks for Bedroom/Living Room/Study/Halway/Rustic Brown","B0BG7GKHK9","https://www.amazon.com/dp/B0BG7GKHK9?psc=1","https://m.media-amazon.com/images/I/71skjvum-0L._AC_SY450_.jpg","Furologee",38.89,1168,45423.52,23490,"CN",15.72,1,4,184,9,70,"Engriy Store","Home & Kitchen","Large Standard-Size","FBA","13.0x4.0x17.0","11.44",2022-09-23
"49","Furinno JAYA End Table, One, Walnut","B01K8JEF5I","https://www.amazon.com/dp/B01K8JEF5I?psc=1","https://m.media-amazon.com/images/I/61jcNzHRv5L._AC_SY450_.jpg","Furinno",17.1,392,6703.2,116816,"AMZ",15.66,12,3.7,3138,6,28,"Amazon","Home & Kitchen","Small Oversize","AMZ","20.9x1.9x21.8","8.35",2016-08-11
"50","MENYCNJ C Shaped Table for safa Small C Side Table for Living Room and Small Spaces- Easy Assembly, C Shaped Round End Table for Couch and Bed, Night Stand for Bedroom, Wood/Black","B0BZZTL5RS","https://www.amazon.com/dp/B0BZZTL5RS?psc=1","https://m.media-amazon.com/images/I/51OodfZCsnL._AC_SY355_.jpg","MENYCNJ",55.99,NA,NA,55612,"CN",22.9,1,2,4,6,2,"HengTuo Int'l Trade","Home & Kitchen","Small Oversize","FBA","13.4x4.0x24.5","5.25",2023-03-30
"51","TUTOTAK End Table with Charging Station, Set of 2, Side Table with USB Ports and Outlets, Nightstand, 2-Tier Storage Shelf, Sofa Table for Small Space, Living Room, Bed Room TB01BK041","B0BXSYFNQ8","https://www.amazon.com/dp/B0BXSYFNQ8?psc=1","https://m.media-amazon.com/images/I/71nF2U8uZSL._AC_SX425_.jpg","TUTOTAK",49.99,890,44491.1,29177,"CN",16.75,1,4.4,306,8,0,"TUTOTAK","Home & Kitchen","Large Standard-Size","FBA","13.5x17.7x5.3","8.00",2023-05-26
"52","LELELINKY End Table with Charging Station,Night Stands with USB Ports & Outlets, Black Nightstands, Bedside Tables with Storage Shelf, Slim Modern Side Table with Bin Drawer for Bedroom","B0C2CWVDXH","https://www.amazon.com/dp/B0C2CWVDXH?psc=1","https://m.media-amazon.com/images/I/7149wfB7P9L._AC_SY355_.jpg","LELELINKY",39.99,NA,NA,50178,"CN",17.04,1,4.4,101,8,2,"Lelelinky Direct","Home & Kitchen","Large Standard-Size","FBA","13.4x4.9x17.3","11.88",2023-04-13
"53","DongRong C Shaped End Table, Couch Side Snack Table Rustic Industrial Sofa Table with Metal Frame for Living Room Bedroom","B0B3WQKJ5R","https://www.amazon.com/dp/B0B3WQKJ5R?psc=1","https://m.media-amazon.com/images/I/71i2OnueSWL._AC_SX679_.jpg","DongRong",28.99,35,1014.65,268710,"CN",18.28,1,4.6,66,6,36,"Dong Rong","Home & Kitchen","Small Oversize","FBA","22.1x1.3x25.4","10.50",2022-06-13
"54","Labcosi Modern Farmhouse Side Table, Narrow End Table with Charging Station, Flip Top End Table with Storage Shelf, Rustic Oak Color","B0BLVLQVQ9","https://www.amazon.com/dp/B0BLVLQVQ9?psc=1","https://m.media-amazon.com/images/I/71a2+cMATqL._AC_SX522_.jpg","Lab Cosi",72.99,276,20145.24,114102,"US",32.86,1,4.3,56,6,9,"Labcosi","Home & Kitchen","Small Oversize","FBA","15.0x9.0x30.0","26.55",2022-11-09
