"product_details","asin","url","image_url","brand","price","sales","revenue","bsr","seller_country_region","fees","active_sellers_number","ratings","review_count","images","review_velocity","buy_box","category","size_tier","fulfillment","dimensions","weight","creation_date"
"International Concepts Table With Lift Up Top For Storage, White","B07HNZ2Q8H","https://www.amazon.com/dp/B07HNZ2Q8H?psc=1","https://m.media-amazon.com/images/I/31qgLZf3RiL._AC_SY450_.jpg","IC International Concepts",202.68,4,810.72,423452,"AMZ",57.22,7,4.5,158,10,0,"Amazon","Home & Kitchen","Small Oversize","AMZ","27.0x36.0x6.0","39.60",2018-09-26
"Yoobure C Shaped End Table Set of 2, Side Table for Couch and Bed, Small Side Table for Small Spaces, Living Room, Bedroom, Rustic Snack Table","B0BFDLNF8H","https://www.amazon.com/dp/B0BFDLNF8H?psc=1","https://m.media-amazon.com/images/I/61vDxNBiDpL._AC_SX466_.jpg","Yoobure",42.49,761,32334.89,26076,"HK",17.54,1,4.6,313,7,44,"Super A Plus","Home & Kitchen","Large Standard-Size","FBA","12.0x4.8x17.4","15.19",2022-11-08
"SUPER DEAL 3-Tier End Table with Storage Shelves Versatile X-Design Sofa Side Table for Living Room Bedroom Apartment Small Space, Black","B087PJY131","https://www.amazon.com/dp/B087PJY131?psc=1","https://m.media-amazon.com/images/I/71mvn+gN5PL._AC_SX569_.jpg","SUPER DEAL",32.99,234,7719.66,147967,"CN",17.23,1,4.6,704,8,6,"SuperDealUsa","Home & Kitchen",NA,"MFN",NA,NA,2020-04-26
"LIDYUK End Table with Charging Station, Flip Top Side Table with USB Ports and Outlets, Nightstand for Small Spaces, Bedside Tables with Storage Shelf for Living Room, Bedroom, Greige","B0BNHK3TMT","https://www.amazon.com/dp/B0BNHK3TMT?psc=1","https://m.media-amazon.com/images/I/711o7docceL._AC_SX569_.jpg","LIDYUK",79.99,3050,243969.5,14315,"CN",24.48,1,4.5,1899,6,97,"LIDYUK","Home & Kitchen","Large Standard-Size","FBA","13.5x7.2x17.6","16.38",2022-11-28
"Artigarden C Shaped End Table, Side Tables Couch TV Tray Table, Small Snack Table Sofa Table with Metal Frame for Living Room, Bedroom, Bedside for Small Spaces, Rustic Brown Black","B0BZ8BNF8D","https://www.amazon.com/dp/B0BZ8BNF8D?psc=1","https://m.media-amazon.com/images/I/51uJ-oeUOiL._AC_SX466_.jpg","Artigarden",24.99,NA,NA,382054,"CN",13,1,4.3,17,7,0,"ArtiGarden","Home & Kitchen","Large Standard-Size","FBA","13.5x3.1x17.3","9.21",2023-03-22
"RAD Cycle Products Adjustable Bike Trainer Fitness Desk Portable Workstation Standing Desk","B07BQZY9RL","https://www.amazon.com/dp/B07BQZY9RL?psc=1","https://m.media-amazon.com/images/I/612eqvepYxL._AC_SX466_.jpg","RAD Cycle Products",137.95,195,26900.25,35821,"AMZ",57.11,9,4.5,1998,11,8,"Amazon","Sports & Outdoors","Medium Oversize","FBA","31.8x5.0x35.0","26.00",2017-05-15
"Hoctieon 3 Tier Tall End Table, Slim Night Table, Narrow Side Table with Storage, Nightstand for Small Spaces, for Living Room, Bedroom, Sofa Couch, Hall, Easy Assembly, Rustic Brown","B0B2867VP9","https://www.amazon.com/dp/B0B2867VP9?psc=1","https://m.media-amazon.com/images/I/81DAnqal1xL._AC_SY355_.jpg","Hoctieon",35.99,515,18534.85,62372,"CN",14.49,1,4.7,346,9,36,"Hoctieon","Home & Kitchen","Large Standard-Size","FBA","12.1x3.3x16.7","9.00",2022-05-25
"VECELO Versatile Side/End Table with Storage Shelf Nightstands for Living Room,Bedroom Furniture (Set of 2), Shelves, Retro Brown","B08PFC5GFG","https://www.amazon.com/dp/B08PFC5GFG?psc=1","https://m.media-amazon.com/images/I/71MfM0OtuEL._AC_SX466_.jpg","VECELO",81.85,483,39533.55,58812,"AMZ",35.86,6,4.5,902,7,35,"Amazon","Home & Kitchen","Small Oversize","FBA","13.3x8.3x26.5","33.71",NA
"LAKEMID Side Table with Charging Station Set of 2 - Small C Table Narrow End Table with Metal Frame for Living Room Bedroom Small Spaces (Rustic Brown)","B0BRZ8S9M6","https://www.amazon.com/dp/B0BRZ8S9M6?psc=1","https://m.media-amazon.com/images/I/81m3hA6QGmL._AC_SY355_.jpg","LAKEMID",69.99,138,9658.62,106629,"CN",22.63,1,4.8,19,9,18,"Lakemid Direct","Home & Kitchen","Large Standard-Size","FBA","12.8x6.1x17.0","18.34",2023-01-10
"FORAOFUR End Table with Charging Station, End Tables with USB Ports and Outlets, Small Side Table for Living Room, Bedroom & Office, Two-Tier Narrow Side Table, Easy Assembly","B0BY8F1791","https://www.amazon.com/dp/B0BY8F1791?psc=1","https://m.media-amazon.com/images/I/61pMN6vuljL._AC_SX466_.jpg","FORAOFUR",34.99,NA,NA,148197,"CN",14.34,1,5,8,7,0,"HAITE HOME","Home & Kitchen","Large Standard-Size","FBA","13.1x4.3x17.2","8.51",2023-03-13
"FURINNO Modern Simplistic End Table, 1-Pack Without Tray, Espresso","B075N9RGJR","https://www.amazon.com/dp/B075N9RGJR?psc=1","https://m.media-amazon.com/images/I/61neFUQ8WlL._AC_SX522_.jpg","Furinno",18.38,156,2867.28,142972,"AMZ",16.45,20,4.1,3379,8,1151,"Amazon","Home & Kitchen","Small Oversize","AMZ","17.3x1.4x29.3","9.04",2017-09-15
"ALLOSWELL Console Table with Power Outlet, 63"" Narrow Sofa Table, Industrial Entryway Table with USB Ports, Behind Couch Table for Entryway, Hallway, Foyer, Living Room, Bedroom CTHR16E01","B09XMKSNST","https://www.amazon.com/dp/B09XMKSNST?psc=1","https://m.media-amazon.com/images/I/61oYUWe-3xL._AC_SX522_.jpg","ALLOSWELL",59.99,491,29455.09,80192,"CN",26.71,2,4.6,359,8,29,"ALLOSWELL","Home & Kitchen","Small Oversize","FBA","10.0x4.8x36.5","19.95",2022-05-01
"VASAGLE C-Shaped End Table, Small Side Table for Couch, Sofa Table with Metal Frame for Living Room, Bedroom, Bedside, Rustic Brown and Black","B08VDQN8H5","https://www.amazon.com/dp/B08VDQN8H5?psc=1","https://m.media-amazon.com/images/I/51r6RyMQCLL._AC_SX679_.jpg","VASAGLE",39.99,2913,116490.87,6224,"US",16.23,3,4.7,2189,8,95,"Songmics Direct","Home & Kitchen","Large Standard-Size","FBA","13.0x3.1x17.2","9.08",2021-06-23
"Convenience Concepts Oxford 1 Drawer Console Table with Shelves, Black","B074SWDBSX","https://www.amazon.com/dp/B074SWDBSX?psc=1","https://m.media-amazon.com/images/I/71ovWHgEu7L._AC_SX679_.jpg","Convenience Concepts",93.33,1410,131595.3,22029,"AMZ",41.37,20,4.5,9323,10,66,"Amazon","Home & Kitchen","Small Oversize","AMZ","14.3x7.0x42.5","42.91",2017-08-14
"SUPERJARE 70 Inch Console Table, Sofa Tables Narrow Long, Behind Couch Table Skinny, Hallway Table for Entryway, Entrance Tables for Front Door, Living Room - Vintage Brown","B0BMDNBYTW","https://www.amazon.com/dp/B0BMDNBYTW?psc=1","https://m.media-amazon.com/images/I/61i4KTdClBL._AC_SX355_.jpg","SUPERJARE",49.99,431,21545.69,61259,"US",26.2,1,4.4,55,7,-176,"Superjare Direct","Home & Kitchen","Small Oversize","FBA","10.8x3.8x39.0","19.30",2023-02-19
"MAHANCRIS 55"" Sofa Table, Industrial Console Table, 3-Tier Narrow Side Table with Open Shelves, Foyer Table for Entryway, Hallway, Kitchen, Living Room and Bedroom, Rustic Brown CTHR80401","B0BKFH339Q","https://www.amazon.com/dp/B0BKFH339Q?psc=1","https://m.media-amazon.com/images/I/71PfjddNqvL._AC_SX522_.jpg","MAHANCRIS",99.99,179,17898.21,186980,"CN",41.53,1,5,3,9,0,"ALLOSWELL","Home & Kitchen","Small Oversize","FBA","11.8x6.8x34.0","40.16",2023-03-30
"Walker Edison Sedalia Modern Farmhouse Metal X Entry Table, 46 Inch, Grey","B07H36DX4P","https://www.amazon.com/dp/B07H36DX4P?psc=1","https://m.media-amazon.com/images/I/612-YZ+KD2L._AC_SX679_.jpg","Walker Edison",110.82,1144,126778.08,26659,"AMZ",NA,3,4.6,8117,6,30,"Amazon","Home & Kitchen","Small Oversize","AMZ","15.0x5.4x50.2","40.81",NA
"Ahvqevn Console Table, 51"" Entryway Table with Storage Shelves Narrow Long Sofa Table TV Console Table for Living Room Entryway, Industric Brown","B09P4VTN1R","https://www.amazon.com/dp/B09P4VTN1R?psc=1","https://m.media-amazon.com/images/I/71KB8W9JYRL._AC_SX425_.jpg","Ahvqevn",99.99,48,4799.52,222194,"CN",43.78,1,4.9,22,7,2,"Ahvqevn","Home & Kitchen","Small Oversize","MFN","16.0x6.0x54.5","43.06",2022-06-05
"VECELO Multipurpose Console, Narrow Sofa 2-Tier Rustic Hallway Table with Storage Shelves for Entryway/Living Room,Easy Assembly, 41.3 in x 14 in x 29.9 in (L x W x H), Brown","B07L3MSKLZ","https://www.amazon.com/dp/B07L3MSKLZ?psc=1","https://m.media-amazon.com/images/I/718kiMx0eyL._AC_SY450_.jpg","VECELO",54.99,29,1594.71,676228,"AMZ",29.83,3,4.6,660,7,16,"Amazon","Home & Kitchen","Small Oversize","MFN","18.0x3.5x46.0","30.10",NA
"P PURLOVE Console Table for Entryway Wood Sofa Table with 3 Drawers and 1 Shelf for Hallway Living Room (Black)","B0BRM4RW3N","https://www.amazon.com/dp/B0BRM4RW3N?psc=1","https://m.media-amazon.com/images/I/91O83SiY9MS._AC_SX679_.jpg","P PURLOVE",186.99,39,7292.61,219311,"CN",65.92,1,4,2,9,-1,"Evan It","Home & Kitchen",NA,"MFN",NA,NA,2023-01-10
"Convenience Concepts Oxford Console Table with Shelf, Espresso","B01CZUU8LI","https://www.amazon.com/dp/B01CZUU8LI?psc=1","https://m.media-amazon.com/images/I/71MAqF4hauL._AC_SX466_.jpg","Convenience Concepts",46.98,716,33637.68,19886,"AMZ",29.38,13,4.6,8373,8,-740,"Amazon","Home & Kitchen","Small Oversize","AMZ","15.3x6.5x42.1","29.71",2016-03-15
"HOMERECOMMEND Console Sofa Tables End Table Computer Desk Coffee Snack Console Tables for Living Room Or Corridor Hallway Rustic Brown Color Wood","B088MDXBQR","https://www.amazon.com/dp/B088MDXBQR?psc=1","https://m.media-amazon.com/images/I/71s-09mtZDL._AC_SY450_.jpg","HOMERECOMMEND",51.99,397,20640.03,86399,"CN",24.4,4,4.4,3430,6,16,"HOMERECOMMEND Manufacturer Direct","Home & Kitchen","Small Oversize","FBA","13.1x3.0x42.8","14.80",2020-05-14
"ChooChoo Narrow Console Table, Chic Accent Sofa Table, Entryway Table, White","B07SYY7FVN","https://www.amazon.com/dp/B07SYY7FVN?psc=1","https://m.media-amazon.com/images/I/71zjPQttTML._AC_SY450_.jpg","ChooChoo",79.99,1017,81349.83,33628,"CN",32.65,3,4.5,3046,5,44,"ChooChoo Furniture","Home & Kitchen","Small Oversize","FBA","15.6x5.0x44.0","26.40",2019-09-10
"ELYKEN 5.9"" Narrow Console Sofa Table with Power Outlets, 5.9"" Dx63 Wx31.5 H Long Skinny Behind Couch Table with “X” Cross Metal Frame and Charge Station with 6.5’ Extension Cord, Black","B0BX8LCFC6","https://www.amazon.com/dp/B0BX8LCFC6?psc=1","https://m.media-amazon.com/images/I/615WefnL5qL._AC_SX466_.jpg","ELYKEN",63.99,300,19197,62507,"CN",26.89,1,4.5,67,7,9,"Elyken","Home & Kitchen","Small Oversize","FBA","8.0x5.0x35.6","18.40",2022-11-23
"Yoobure Sofa Table 70.9 Inch Narrow Console Table with 2 Outlet and 2 USB Ports Extra Long Entryway Table with X-Shaped Design Entry Behind Couch Table for Hallway Living Room Foyer","B0BTSJJYTZ","https://www.amazon.com/dp/B0BTSJJYTZ?psc=1","https://m.media-amazon.com/images/I/61YSnZ90-HL._AC_SY450_.jpg","Yoobure",69.99,195,13648.05,130921,"CN",22.48,1,4.4,57,7,34,"Fancee Home","Home & Kitchen","Small Oversize","FBA","14.2x6.2x38.4","28.40",2023-04-03
"Sauder North Avenue Sofa Table, Charter Oak finish, L: 41.50"" x W: 11.50"" x H: 28.03""","B01GS8J9V8","https://www.amazon.com/dp/B01GS8J9V8?psc=1","https://m.media-amazon.com/images/I/61fIBFUax1L._AC_SX466_.jpg","Sauder",57.99,324,18788.76,93350,"AMZ",24.73,7,4.7,7159,8,17,"Amazon","Home & Kitchen","Small Oversize","AMZ","13.9x3.6x44.6","15.25",NA
"Winsome Wood Rochester Occasional Table, Antique Walnut","B0046EC1CG","https://www.amazon.com/dp/B0046EC1CG?psc=1","https://m.media-amazon.com/images/I/61pJS0GAKaL._AC_SX679_.jpg","Winsome",88.93,133,11827.69,212073,"AMZ",39.86,29,4.7,3105,8,2,"Amazon","Home & Kitchen","Small Oversize","FBA","19.8x6.0x47.5","34.51",2004-04-15
"SUPERJARE Console Table with Outlet, 63 Inch Sofa Table with Charging Station, Narrow Entryway Table, Skinny Hallway Table, Behind Couch Table Skinny for Entryway, Living Room, Plants - Vintage Brown","B0B5TKL62Q","https://www.amazon.com/dp/B0B5TKL62Q?psc=1","https://m.media-amazon.com/images/I/61uF-2PXdAL._AC_SX425_.jpg","SUPERJARE",69.99,1712,119822.88,14457,"US",26.95,3,4.5,237,8,-6,"Superjare Direct","Home & Kitchen","Small Oversize","FBA","10.8x4.5x35.3","16.75",2022-07-05
"Furologee Console Table, Dresser TV Stand for Bedroom, Tall Entertainment Center with Shelves, Sofa Table with 5 Fabric Drawers Closet Storage Organizer for Living Room/Entryway/Hallway, Rustic Brown","B097DK6835","https://www.amazon.com/dp/B097DK6835?psc=1","https://m.media-amazon.com/images/I/81GgSN7aL0L._AC_SX466_.jpg","Furologee",89.99,1178,106008.22,27393,"CN",35.83,1,4.5,1125,9,54,"Engriy Store","Home & Kitchen","Small Oversize","FBA","12.8x5.0x41.5","30.40",2021-06-17
"Narrow Console Table with Power Strips, Sofa Table with Storage Shelves for Living Room, 2-Tier Foyer Table for Entryway, Hallway, Behind Couch, Kitchen Counter, 39'', Grey Oak & Black","B0BLMH9QLY","https://www.amazon.com/dp/B0BLMH9QLY?psc=1","https://m.media-amazon.com/images/I/71+A8e2ptyL._AC_SX466_.jpg","armocity",66.99,535,35839.65,60713,"CN",22.66,2,4.5,76,9,17,"Armocity","Home & Kitchen","Large Standard-Size","FBA","13.7x6.7x16.4","19.95",2022-12-23
"SUPERJARE 70 Inch Console Table with 2 Outlet and 2 USB Ports, Extra Long Entryway Table with Metal Frame and X-Shaped Design, Narrow Sofa Table for Living Room and Hallway - Vintage Brown","B09JYTCH12","https://www.amazon.com/dp/B09JYTCH12?psc=1","https://m.media-amazon.com/images/I/61NXe5uArML._AC_SX679_.jpg","SUPERJARE",84.99,1547,131479.53,18130,"US",36.07,5,4.7,1068,9,69,"Superjare Direct","Home & Kitchen","Small Oversize","FBA","14.0x5.5x38.5","30.36",2021-10-21
"ALLOSWELL 63"" Console Table, Narrow Sofa Table, Entryway Table, Industrial Sofa Table, Side Table, for Hallway, Living Room, Bedroom, Sturdy and Stable, Easy to Assemble, Rustic Brown CTHR16001","B09G2QJ12V","https://www.amazon.com/dp/B09G2QJ12V?psc=1","https://m.media-amazon.com/images/I/6196jBU9opL._AC_SX569_.jpg","ALLOSWELL",49.99,378,18896.22,90339,"CN",24.79,2,4.6,622,10,39,"ALLOSWELL","Home & Kitchen","Small Oversize","FBA","10.0x4.4x35.5","19.00",2021-12-02
"Yaheetech Industrial Console Table with Drawer, Sofa Table Narrow Console Table for Entryway/Living Room, Entry Hallway Table with 2 Tier Open Storage, Rustic Brown","B08TWYTT97","https://www.amazon.com/dp/B08TWYTT97?psc=1","https://m.media-amazon.com/images/I/81R4E09BALL._AC_SY355_.jpg","Yaheetech",87.99,1004,88341.96,34244,"US",42.25,1,4.6,2541,9,70,"Yaheetech","Home & Kitchen","Small Oversize","MFN","14.8x5.9x43.7","46.22",2021-01-26
"Masupu 70.9 Inch Console Table with Power Outlet,Modern Narrow Long Sofa Table Behind Couch,Skinny Entry Table with Gold Metal Frame for Entryway,Living Room, Hallway,Rustic Brown","B0BP7MTXHF","https://www.amazon.com/dp/B0BP7MTXHF?psc=1","https://m.media-amazon.com/images/I/71VLzg3r8OL._AC_SY450_.jpg","Masupu",79.99,144,11518.56,194908,"CN",29.71,1,4.5,15,9,4,"Masupu","Home & Kitchen","Small Oversize","FBA","9.9x4.3x38.7","19.35",2022-12-06
"BON AUGURE Rustic Sofa Table Behind Couch, Industrial Console Tables for Entryway, 3 Tier Wood Shelves Entry Table with Storage for Foyer, Hallway, Front Door (47 Inch, Dark Grey Oak)","B0BBQQLNX2","https://www.amazon.com/dp/B0BBQQLNX2?psc=1","https://m.media-amazon.com/images/I/71aFWNjSYOL._AC_SX679_.jpg","BON AUGURE",149.98,434,65091.32,69475,"CN",51.55,1,4.8,1348,7,22,"BON AUGURE","Home & Kitchen","Small Oversize","FBA","15.5x6.0x51.0","45.86",2023-02-27
"15x9.8 Inch Couch Arm Table - Strong Rubber Wood Foldable Sofa Tray Table Clip on Side Table for Wide Couch Arm with 360° Rotating Phone Holder, Armrest Table for Eat/Drink/Snack/Remote Control","B0BRX96BV3","https://www.amazon.com/dp/B0BRX96BV3?psc=1","https://m.media-amazon.com/images/I/71iousw0e+L._AC_SX466_.jpg","BELO VALE",34.99,64,2239.36,71741,"CN",12.9,1,4.7,57,6,2,"BELO VALE","Home & Kitchen","Large Standard-Size","FBA","10.5x3.5x16.1","3.97",2023-01-09
"ChooChoo Farmhouse Console Table, Rustic Vintage Narrow Sofa Table for Entryway, Living Room, Hallway, 40 White","B08NDK254L","https://www.amazon.com/dp/B08NDK254L?psc=1","https://m.media-amazon.com/images/I/91NRYswYhKS._AC_SX425_.jpg","ChooChoo",109.99,490,53895.1,69024,"CN",37.57,1,4.7,268,7,17,"ChooChoo Furniture","Home & Kitchen","Small Oversize","FBA","14.6x6.1x43.0","27.30",2020-11-13
"MAHANCRIS Sofa Table with Power Outlet, 43.7"" Console Table with USB Ports, Behind Couch Table, Entryway Table for Living Room, Entryway, Foyer, Metal Frame, Adjustable Feet, Rustic Brown CTHR11E01Z1","B0BTSM2KW9","https://www.amazon.com/dp/B0BTSM2KW9?psc=1","https://m.media-amazon.com/images/I/71zLifWVWUL._AC_SY450_.jpg","MAHANCRIS",49.99,204,10197.96,97238,"CN",18.98,1,4.6,3,9,0,"ALLOSWELL","Home & Kitchen","Large Standard-Size","FBA","13.2x6.0x17.2","16.45",2023-04-27
"Rolanstar Console Table, Narrow Sofa Table with 2 Mesh Shelves, 47.2” Long Rustic Entryway Table with Retro Metal Frame, Entrance Table for Entryway, Hallway, Living Room, Bedroom","B08ZSH32R8","https://www.amazon.com/dp/B08ZSH32R8?psc=1","https://m.media-amazon.com/images/I/81ygZOUcfTL._AC_SX679_.jpg","Rolanstar",54.99,246,13527.54,79504,"CN",27.64,1,4.8,2481,9,28,"RolanstarDirect","Home & Kitchen","Small Oversize","FBA","11.7x4.0x50.3","23.85",2021-03-23
"MAHANCRIS Console Table, 2-Tier Entrance Table, Behind Sofa Table, Industrial Style, Sturdy and Stable, for Living Room, Entryway, Foyer, Corridor, Office, Rustic Brown and Black CTHR27601","B0BSLJ3BSM","https://www.amazon.com/dp/B0BSLJ3BSM?psc=1","https://m.media-amazon.com/images/I/61bkGpjg4-L._AC_SY355_.jpg","MAHANCRIS",39.99,NA,NA,892349,"CN",16.85,1,NA,0,NA,0,"ALLOSWELL","Home & Kitchen","Large Standard-Size",NA,"11.4x17.1x6.1","14.30",2023-05-29
"Convenience Concepts Tucson Console Table with Shelf, Black","B01HQ2YUEQ","https://www.amazon.com/dp/B01HQ2YUEQ?psc=1","https://m.media-amazon.com/images/I/71PgzUvJoOL._AC_SX425_.jpg","Convenience Concepts",86.08,280,24102.4,176553,"AMZ",32.29,18,4.6,3620,9,6,"Amazon","Home & Kitchen","Small Oversize","FBA","11.5x5.0x48.5","23.10",2016-06-29
"MAHANCRIS Console Table, 40.2” Modern Sofa Table, Tempered Glass Hallway Table, Slim Couch Table, Narrow Sofa Table with Metal Frame, Easy to Install, for Entryway, Living Room, Black CTH101B01","B0BQ6HY9RT","https://www.amazon.com/dp/B0BQ6HY9RT?psc=1","https://m.media-amazon.com/images/I/51aIkU9UCgL._AC_SX425_.jpg","MAHANCRIS",45.99,NA,NA,81304,"CN",17.59,1,5,1,8,0,"ALLOSWELL","Home & Kitchen","Large Standard-Size","FBA","10.2x5.3x17.4","13.67",2023-05-03
"ALLOSWELL Console Table, 70.9"" Narrow Long Sofa Table, Entryway Table, Industrial Sofa Table, Side Table, for Hallway, Living Room, Sturdy and Stable, Easy to Assemble, Rustic Brown CTHR18001","B09RF1RTV7","https://www.amazon.com/dp/B09RF1RTV7?psc=1","https://m.media-amazon.com/images/I/61QCgmmNLgL._AC_SY355_.jpg","ALLOSWELL",59.99,511,30654.89,70479,"CN",28.12,1,4.6,751,9,48,"ALLOSWELL","Home & Kitchen","Small Oversize","FBA","10.2x4.5x40.2","20.65",2022-01-28
"HOOBRO 29.5 Inches Narrow Console Table, Small Sofa Table, Entryway Table with Shelves, Side Table, Display Table, for Hallway, Bedroom, Foyer, Living Room, Rustic Brown and Black BF22XG01","B09NKWYWYP","https://www.amazon.com/dp/B09NKWYWYP?psc=1","https://m.media-amazon.com/images/I/61lO-UKRnzL._AC_SX466_.jpg","HOOBRO",43.99,361,15880.39,70585,"CN",17.29,3,4.3,117,8,15,"Hoobro","Home & Kitchen","Large Standard-Size","FBA","10.5x5.9x17.4","13.71",2021-12-13
"IDEALHOUSE Console Table with Power Outlets & USB Ports, Narrow Sofa Table with Charging Station, 39.3"" Industrial Entryway Table, Behind Couch Table for Living Room, Hallway, Foyer, Bedroom-Grey","B0BL7FDCJ9","https://www.amazon.com/dp/B0BL7FDCJ9?psc=1","https://m.media-amazon.com/images/I/61H7yoLraWL._AC_SX679_.jpg","IDEALHOUSE",49.9,352,17564.8,139513,"AMZ",22.26,6,4.7,91,7,22,"Amazon","Home & Kitchen","Small Oversize","AMZ","11.0x42.0x3.5","13.00",2022-11-02
"HOOBRO Console Table, 55.1"" Narrow Entryway Table, Extra Long Sofa Table Behind Couch, 1.2” Thick Board, Skinny Hallway Table, Living Room, Corridor, Vintage Brown and Black BF140XG01G1","B09VB6MG61","https://www.amazon.com/dp/B09VB6MG61?psc=1","https://m.media-amazon.com/images/I/61U9iPcxJJL._AC_SX425_.jpg","HOOBRO",49.99,273,13647.27,92473,"CN",26.89,2,4.5,252,9,19,"Hoobro","Home & Kitchen","Small Oversize","FBA","11.0x6.5x32.6","23.35",2022-06-01
"Winsome Nolan Occasional Table, Cappuccino","B007PBJ4G8","https://www.amazon.com/dp/B007PBJ4G8?psc=1","https://m.media-amazon.com/images/I/61oodZLwcIL._AC_SX466_.jpg","Winsome",104.22,102,10630.44,235581,"AMZ",44.68,29,4.7,1373,9,3,"Amazon","Home & Kitchen","Small Oversize","FBA","19.8x7.5x44.0","42.51",2012-03-28
"Clip On Tray Sofa Table for Wide Couches. Couch Arm Tray Table, Portable Table, TV Table and Side Tables for Small Spaces. Stable Sofa Arm Table for Eating and Drink Table (Brown)","B0BS1SXM3B","https://www.amazon.com/dp/B0BS1SXM3B?psc=1","https://m.media-amazon.com/images/I/81NmRbO0hJL._AC_SX425_.jpg","Shamrock Home",29.99,749,22462.51,33537,"CA",11.88,1,4.6,1423,5,20,"Shamrock Commerce","Home & Kitchen","Large Standard-Size","FBA","12.0x2.2x14.7","2.92",2023-01-10
"Karcog Narrow Console Table with Recessed Power Strip, 47 Inch Sofa Entry Table with 2 AC Outlets & 2 USB Ports, Industrial Farmhouse Style Accent Hallway Table for Living Room, Grey Oak","B09PD7B59J","https://www.amazon.com/dp/B09PD7B59J?psc=1","https://m.media-amazon.com/images/I/71kaogLXEZL._AC_SY450_.jpg","Karcog",79.99,425,33995.75,72689,"CN",30.55,4,4.7,697,9,15,"Karcog","Home & Kitchen","Small Oversize","FBA","11.8x5.0x50.5","20.05",2021-12-29
"IDEALHOUSE Console Table with 2 Drawers, Farmhouse Entryway Table with Storage Shelf, Accent Wood Sofa Table for Living Room, Hallway, Foyer-Grey","B0BGY2Q3DZ","https://www.amazon.com/dp/B0BGY2Q3DZ?psc=1","https://m.media-amazon.com/images/I/71TZR9f+QsL._AC_SX425_.jpg","IDEALHOUSE",89.99,213,19167.87,110380,"CN",42.97,1,4.4,72,7,12,"Yartaka shop","Home & Kitchen","Small Oversize","MFN","6.0x45.0x13.0","48.00",2022-09-30
"SUCRSIXBRO Console Table with Charging Station, 70.9’’ Narrow Sofa Table, Entryway Table with Outlets and USB Ports,Easy Assembly,Living Room, Bedroom,Rustic Brown","B0BKXTZNRB","https://www.amazon.com/dp/B0BKXTZNRB?psc=1","https://m.media-amazon.com/images/I/8140r+cUI1L._AC_SY450_.jpg","SUCRSIXBRO",59.99,48,2879.52,109531,"CN",25.87,1,4.3,17,9,0,"SUNRISEEE","Home & Kitchen","Small Oversize","FBA","7.9x5.4x39.0","17.90",2022-10-30
"AZL1 Life Concept Console Table, Sofa Table for Living Room，Hallway，Entryway, Entrance Hall, Corridor - Wood Look Metal Frame","B08GCLLRKM","https://www.amazon.com/dp/B08GCLLRKM?psc=1","https://m.media-amazon.com/images/I/51a1jv4GC7S._AC_SX679_.jpg","AZL1 Life Concept",37.56,NA,NA,282403,"AMZ",24.33,5,4.5,334,7,1,"Amazon","Home & Kitchen","Small Oversize","AMZ","16.0x3.8x46.3","20.00",2021-04-08
"Wnutrees Sofa Table with Power Outlet and USB Ports,Entryway Table for Accent Side Table for Hallway Living Room Bedroom, Wooden Top, Handcrafted Finish (White)","B0BZZ29QWG","https://www.amazon.com/dp/B0BZZ29QWG?psc=1","https://m.media-amazon.com/images/I/61KaErisy8L._AC_SX466_.jpg","Wnutrees",99.99,182,18198.18,173038,"CN",NA,1,4.4,234,6,6,"FzeHome","Home & Kitchen",NA,"MFN",NA,NA,2023-03-30
